doc_id,our_name,paldinox_name,match_confidence,match_score,paldinox_sku,sku_method,source_url,cat,price
"63ynuIqrmxHkCWmRRD61","בונבוניירה קריסטל סדרת CASABLANCA","","url_only","","","HTTP_404","https://paldinox.co.il/product/24-5-%d7%91%d7%95%d7%a0%d7%91%d7%95%d7%a0%d7%99%d7%a8%d7%94-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-%d7%a8%d7%92%d7%9c-%d7%9e%d7%9b%d7%a1%d7%94-casablanca/","כלי שולחן והגשה","323.93"
"64KA2i4oUouEUNOAbBI2","מגש אלומיניום בגימור זהב","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%92%d7%a9-%d7%90%d7%9c%d7%95%d7%9e%d7%99%d7%a0%d7%99%d7%95%d7%9d-%d7%96%d7%94%d7%91-44-5-17-5-%d7%92%d7%95%d7%91%d7%94-2-5-%d7%a1%d7%9e/","כלי שולחן והגשה","174.16"
"6BfgSWzl2RrtKZLHlGGy","קנקן תה לבן ROYAL WHITE 1.65 ליטר","1.65L ROYAL WHITE קנקן תה לבן","fuzzy","0.80","","HTTP_404","https://paldinox.co.il/product/1-65l-royal-white-%d7%a7%d7%a0%d7%a7%d7%9f-%d7%aa%d7%94-%d7%9c%d7%91%d7%9f-2/","כלי שולחן והגשה","410.91"
"6E34uUiN9MJvb1u3W69N","תחתית לצלחת קריסטל בגוון אמבר","","url_only","","X4668A","json-ld","https://paldinox.co.il/product/%d7%aa%d7%97%d7%aa%d7%99%d7%aa-%d7%9c%d7%a6%d7%9c%d7%97%d7%aa-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-%d7%90%d7%9e%d7%91%d7%a8-34-%d7%a1%d7%9e/","כלי שולחן והגשה","108.72"
"6GEbAaAoOKbfuQSPoXS2","קנקן זכוכית וזהב למים 1.5 ליטר","","url_only","","","HTTP_404","https://paldinox.co.il/product/h27-%d7%a7%d7%a0%d7%a7%d7%9f-%d7%9c%d7%9e%d7%99%d7%9d-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%96%d7%94%d7%91-1-5%d7%9c%d7%99%d7%98%d7%a8/","עיצוב הבית","258.72"
"6JGuCHnjCzN9iaDkupon","רוקי מאפרה","רוקי מאפרה","exact","1.00","","HTTP_404","https://paldinox.co.il/product/%d7%a8%d7%95%d7%a7%d7%99-%d7%9e%d7%90%d7%a4%d7%a8%d7%94/","כלי שולחן והגשה","258.72"
"6OiBaRwteb4szt22dHLm","מגש הגשה מלבני מתכת זהב עם ידיות עגולות","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%92%d7%a9-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%9e%d7%9c%d7%91%d7%a0%d7%99-%d7%96%d7%94%d7%91-%d7%99%d7%93%d7%99%d7%95%d7%aa-%d7%a2%d7%92%d7%95%d7%9c%d7%95%d7%aa-57-23%d7%a1%d7%9e-3/","כלי שולחן והגשה","283.14"
"6RwutUQ2SE6xCTAnavH3","אגרטל רוקי לעיצוב הבית","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a8%d7%95%d7%a7%d7%99-%d7%90%d7%92%d7%a8%d7%98%d7%9c-305/","עיצוב הבית","693.55"
"6VlstrRlHjOC6uIRZAj3","מגש מלבני אלומיניום בעיצוב ערבסק זהב","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%92%d7%a9-%d7%9e%d7%9c%d7%91%d7%a0%d7%99-%d7%a2%d7%a8%d7%91%d7%a1%d7%a7-%d7%90%d7%9c%d7%95%d7%9e%d7%99%d7%a0%d7%99%d7%95%d7%9d-%d7%96%d7%94%d7%91-30-14-%d7%a1%d7%9e-2-%d7%a1%d7%9e/","כלי שולחן והגשה","102.22"
"6ybqppLN8S1tDBlD2UWU","קנקן מים Ipanema 2 ליטר","2.0ל’ קנקן מים Ipanema","fuzzy","0.80","","HTTP_404","https://paldinox.co.il/product/2-0%d7%9c-%d7%a7%d7%a0%d7%a7%d7%9f-%d7%9e%d7%99%d7%9d-ipanema-2/","כלי שולחן והגשה","215.23"
"7TzckuAmK4gzbujeNU7j","מלקחיים להגשת סלט/זהב","מלקחיים להגשת סלט/זהב","exact","1.00","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%9c%d7%a7%d7%97%d7%99%d7%99%d7%9d-%d7%9c%d7%94%d7%92%d7%a9%d7%aa-%d7%a1%d7%9c%d7%98-%d7%96%d7%94%d7%91/","כלי שולחן והגשה","50.01"
"7V7rIEUun4tR1IkN3gjD","עציץ מתכת עגול אפור","","url_only","","","HTTP_404","https://paldinox.co.il/product/h15-%d7%a2%d7%a6%d7%99%d7%a5-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%a2%d7%92%d7%95%d7%9c-%d7%90%d7%a4%d7%95%d7%a8-%d7%a7%d7%95%d7%98%d7%a8-19%d7%a1%d7%9e/","עיצוב הבית","163.26"
"7cGhxLhaGQChsXQtjaVA","מגש מלבני מתכת בציפוי זהב","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%92%d7%a9-%d7%9e%d7%9c%d7%91%d7%a0%d7%99-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%96%d7%94%d7%91-40-16/","כלי שולחן והגשה","150.18"
"7iOXGiU23cQDv6lxSjCM","עץ דקל ננסי לעיצוב הבית","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a2%d7%a5-%d7%93%d7%a7%d7%9c-%d7%a0%d7%a0%d7%a1%d7%99-150-%d7%a1%d7%9e/","עיצוב הבית","652.23"
"7pJTFp8nnkBaUUClNK6s","מגש הגשה מתכת מלבני זהב עם ידיות","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%92%d7%a9-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%9e%d7%9c%d7%91%d7%a0%d7%99-%d7%96%d7%94%d7%91-%d7%99%d7%93%d7%99%d7%95%d7%aa-48-27-%d7%a1%d7%9e-%d7%a4%d7%99%d7%a0%d7%95%d7%aa-%d7%9e%d7%a2%d7%95-2/","כלי שולחן והגשה","228.66"
"7tjdQVVEbre63TXUPl7V","מגש עוגה על רגל Royal White","","url_only","","","HTTP_404","https://paldinox.co.il/product/royal-white-%d7%9e%d7%92%d7%a9-%d7%9c%d7%a2%d7%95%d7%92%d7%94-24%d7%a1%d7%9e-%d7%a2%d7%9c-%d7%a8%d7%92%d7%9c/","כלי שולחן והגשה","432.64"
"87wZS3ssVCTF6B3c2wXe","סט 4 קערות מתכת שחורות בשילוב שוליים זהב","","url_only","","X5258B","json-ld","https://paldinox.co.il/product/%d7%a1%d7%98-4-%d7%a7%d7%a2%d7%a8%d7%95%d7%aa-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%a0%d7%99%d7%a7%d7%9c-%d7%a9%d7%97%d7%95%d7%a8-%d7%a9%d7%95%d7%9c%d7%99%d7%99%d7%9d-%d7%96%d7%94%d7%91-12-5-12-5-%d7%92%d79-2/","כלי שולחן והגשה","215.58"
"8I1gRbcCaiKXMtQGOtOy","קנקן תה זכוכית שקופה עם מסנן וזהב – 1.5 ליטר","","url_only","","","HTTP_404","https://paldinox.co.il/product/1-5-%d7%9c%d7%99%d7%98%d7%a8-%d7%a7%d7%a0%d7%a7%d7%9f-%d7%aa%d7%94-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%a9%d7%a7%d7%95%d7%a4%d7%94-%d7%9e%d7%9b%d7%a1%d7%94-%d7%95%d7%9e%d7%a1%d7%a0%d7%9f-%d7%96/","כלי שולחן והגשה","128.27"
"8JKrTdB57bzyLiuar4MU","סט קריסטל לכלה – פמוטים, כוס קידוש ומגש","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a1%d7%98-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-%d7%9c%d7%9b%d7%9c%d7%94-%d7%96%d7%95%d7%92-%d7%a4%d7%9e%d7%95%d7%98%d7%99%d7%9d-%d7%9b%d7%95%d7%a1-%d7%a7%d7%99%d7%93%d7%95%d7%a9-%d7%9e%d7%92%d7a--2/","כלי שולחן והגשה","410.91"
"8S0bVJ2w7YEzo3wKY0cV","קערת הגשה פרחונית סדרת FLORAL","","url_only","","","HTTP_404","https://paldinox.co.il/product/floral-%d7%a7%d7%a2%d7%a8%d7%94-360-7375/","כלי שולחן והגשה","497.89"
"8gDwr8m1MZmM9LJ3ePUs","אגרטל מתכת שחור לעיצוב בית","","url_only","","","HTTP_404","https://paldinox.co.il/product/h82-%d7%90%d7%92%d7%a8%d7%98%d7%9c-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%a9%d7%97%d7%95%d7%a8-%d7%a7%d7%95%d7%98%d7%a8-35%d7%a1%d7%9e/","עיצוב הבית","653.76"
"8xgpKdiCsE7LyrsJBmuX","סט 6 כוסות אספרסו ליליק בגוון לילך – New Bone China","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a1%d7%98-6-%d7%9b%d7%95%d7%a1-%d7%90%d7%a1%d7%a4%d7%a8%d7%a1%d7%95-%d7%a2%d7%9d-%d7%aa%d7%97%d7%aa%d7%99%d7%aa-lily-%d7%9c%d7%99%d7%9c%d7%9a-80-%d7%9e%d7%9c-new-bone-china/","כלי שולחן והגשה","347.86"
"8y6GhM33UNWF9mgtynFK","קנקן תה Royal White בנפח 0.9 ליטר – צבע לבן","","url_only","","","HTTP_404","https://paldinox.co.il/product/0-9l-royal-white-%d7%a7%d7%a0%d7%a7%d7%9f-%d7%9c%d7%aa%d7%94-%d7%9c%d7%91%d7%9f/","כלי שולחן והגשה","358.74"
"981cLhbvLMXND7Wxok13","זוג נרות ריחניים שחור טל בגן","","url_only","","X3325A","json-ld","https://paldinox.co.il/product/915-%d7%96%d7%95%d7%92-%d7%a0%d7%a8-%d7%a8%d7%99%d7%97%d7%a0%d7%99-%d7%a9%d7%97%d7%95%d7%a8-%d7%98%d7%9c-%d7%91%d7%92%d7%9f-2/","עיצוב הבית","141.33"
"98qWvHb2fDylS1PKm4Ey","זוג עציצי סחלב קרמיים לבן","","url_only","","X4798G","json-ld","https://paldinox.co.il/product/%d7%96%d7%95%d7%92-%d7%a2%d7%a6%d7%99%d7%a6%d7%99%d7%9d-%d7%a7%d7%a8%d7%9e%d7%99%d7%99%d7%9d-%d7%a9%d7%9c-%d7%a1%d7%97%d7%9c%d7%91-%d7%9c%d7%91%d7%9f-%d7%92%d7%95%d7%91%d7%94-82-%d7%a1%d7%9e/","עיצוב הבית","584.85"
"AKZWsiOHwSoktspzDQmN","H15 סט 3 צנצנות זכוכית אפורה מכסה נירוסטה 0.85ל D10","","url_only","","X4342","json-ld","https://paldinox.co.il/product/h15-%d7%a1%d7%98-3-%d7%a6%d7%a0%d7%a6%d7%a0%d7%95%d7%aa-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%90%d7%a4%d7%95%d7%a8%d7%94-%d7%9e%d7%9b%d7%a1%d7%94-%d7%a0%d7%99%d7%a8%d7%95%d7%a1%d7%98%d7%94-0-85-2/","עיצוב הבית","141.29"
"AUodrsYtkKCkYgOLXoBP","מגש מלבני ערבסק כפרי בציפוי קרמי בז' על רגל אלומיניום","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%92%d7%a9-%d7%9e%d7%9c%d7%91%d7%a0%d7%99-%d7%a2%d7%a8%d7%91%d7%a1%d7%a7-%d7%9b%d7%a4%d7%a8%d7%99-%d7%a6%d7%99%d7%a4%d7%95%d7%99-%d7%a7%d7%a8%d7%9e%d7%99-%d7%91%d7%96-%d7%a2%d7%9c-%d7%a8/","כלי שולחן והגשה","457.56"
"AgY12FlBpXpIUefIenKx","סט 4 קעריות מרק Love Birds בגוון ירוק","","url_only","","M51003308","json-ld","https://paldinox.co.il/product/love-birds-%d7%a1%d7%98-4-%d7%a7%d7%a2%d7%a8%d7%99%d7%95%d7%aa-%d7%9c%d7%9e%d7%a8%d7%a7-%d7%99%d7%a8%d7%95%d7%a7-%d7%a7%d7%95%d7%98%d7%a8-15-%d7%a1%d7%9e-2/","כלי שולחן והגשה","519.62"
"C0VCuXktTj08GfqvHFgb","סט 4 עגלות הגשה תלת-קומתיות","","url_only","","P309","json-ld","https://paldinox.co.il/product/%d7%a1%d7%98-4-%d7%a2%d7%92%d7%9c%d7%94-%d7%9c%d7%99%d7%a8%d7%a7%d7%95%d7%aa-3-%d7%a7%d7%95%d7%9e%d7%95%d7%aa-%d7%92%d7%95%d7%91%d7%94-76-%d7%a1%d7%9e/","כלי שולחן והגשה","932.69"
"C0jPYizPt2yyj5kcAVbX","מכסה סיר זכוכית עם ידית סיליקון","","url_only","","X4326K","json-ld","https://paldinox.co.il/product/%d7%9e%d7%9b%d7%a1%d7%94-%d7%9c%d7%a1%d7%99%d7%a8-x1837k-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%a1%d7%99%d7%9c%d7%99%d7%a7%d7%95%d7%9f-%d7%99%d7%93%d7%99%d7%aa-d24-2/","עיצוב הבית","54.43"
"CHyUZlikfcsPwp3kBliE","סט 18 זרי אגלאיה בגוון כתום","","url_only","","X5553","json-ld","https://paldinox.co.il/product/%d7%a1%d7%98-18-%d7%96%d7%a8-%d7%90%d7%92%d7%9c%d7%90%d7%99%d7%94-%d7%9b%d7%aa%d7%95%d7%9d-%d7%92%d7%95%d7%91%d7%94-43-%d7%a1%d7%9e/","עיצוב הבית","584.83"
"CLZXC4weMJ6Ng85J21FS","h11 עציץ מתכת עגול זהב קוטר 14סמ","h11 עציץ מתכת עגול זהב קוטר 14סמ","exact","1.00","","HTTP_404","https://paldinox.co.il/product/h11-%d7%a2%d7%a6%d7%99%d7%a5-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%a2%d7%92%d7%95%d7%9c-%d7%96%d7%94%d7%91-%d7%a7%d7%95%d7%98%d7%a8-14%d7%a1%d7%9e-2/","עיצוב הבית","108.76"
"CkSp9yoDyhvNKzubkXmy","צלחת עוגה קריסטל ORIGAMI","22/19 צלחת עוגה קריסטל ORIGAMI","fuzzy","0.80","","HTTP_404","https://paldinox.co.il/product/22-19-%d7%a6%d7%9c%d7%97%d7%aa-%d7%a2%d7%95%d7%92%d7%94-%d7%a7%d7%a8%d7%99%d7%a1%d7%98%d7%9c-origami/","כלי שולחן והגשה","71.74"
"CoOzsUmYSp1GTcqnrayx","סט מלח, פלפל, שמן וחומץ שחור מט על מעמד זהב","","url_only","","AL40024B","json-ld","https://paldinox.co.il/product/%d7%a1%d7%98-%d7%9e%d7%9c%d7%97-%d7%a4%d7%9c%d7%a4%d7%9c-%d7%a9%d7%9e%d7%9f-%d7%97%d7%95%d7%9e%d7%a5-%d7%a9%d7%97%d7%95%d7%a8-%d7%9e%d7%98-%d7%a2%d7%9c-%d7%9e%d7%a2%d7%9e%d7%93-%d7%a0%d7%99%d7%a8/","כלי שולחן והגשה","184.8"
"CpmOcwQLfMc6K657brz1","מגש עץ בעיצוב סירה עם פסים","","url_only","","X5655K","json-ld","https://paldinox.co.il/product/%d7%9e%d7%92%d7%a9-%d7%a1%d7%99%d7%a8%d7%94-%d7%a2%d7%a5-%d7%a4%d7%a1%d7%99%d7%9d-35-5-11-%d7%92%d7%95%d7%91%d7%94-4-5-%d7%a1%d7%9e/","כלי שולחן והגשה","104.4"
"CxfJ5LUUHHxxbAqoNZ4V","מגש מלבני מתכת זהב – 40×16 ס""מ","מגש מלבני מתכת זהב 40/16","fuzzy","0.92","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%92%d7%a9-%d7%9e%d7%9c%d7%91%d7%a0%d7%99-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%96%d7%94%d7%91-40-16-2/","כלי שולחן והגשה","150.18"
"D521F5K6N6FxvctgrSeT","מגש בעיצוב ערבסק – אלומיניום זהוב על בסיס עץ","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%92%d7%a9-%d7%9e%d7%a8%d7%95%d7%91%d7%a2-%d7%a2%d7%9c-%d7%91%d7%a1%d7%99%d7%a1-%d7%a2%d7%a5-%d7%a2%d7%a8%d7%91%d7%a1%d7%a7-%d7%90%d7%9c%d7%95%d7%9e%d7%99%d7%a0%d7%99%d7%95%d7%9d-%d7%96%d7%94/","כלי שולחן והגשה","361.62"
"DCCHLcYoFCUt4k1km4UI","קערית עגולה על רגל בעיצוב טרוורטין","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a7%d7%a2%d7%a8%d7%99%d7%aa-%d7%93%d7%9e%d7%95%d7%99-%d7%98%d7%a8%d7%95%d7%95%d7%a8%d7%98%d7%99%d7%9f-%d7%a2%d7%92%d7%95%d7%9c%d7%94-%d7%a2%d7%9c-%d7%a8%d7%92%d7%9c-%d7%a7%d7%95%d7%98%d7%a8-12-5/","כלי שולחן והגשה","41.31"
"DPWnW7yRY7CD7O9Ml5BP","עץ דקל ננסי – 150 ס""מ","עץ  דקל ננסי 150 סמ","exact","1.00","","HTTP_404","https://paldinox.co.il/product/h150-%d7%a2%d7%a6%d7%99%d7%a5-%d7%93%d7%a7%d7%9c-%d7%a0%d7%a0%d7%a1%d7%99/","עיצוב הבית","652.23"
"DuBIfPzhzAj23fFNLsdb","שמפנירה טבעות בציפוי זהב","","url_only","","","HTTP_404","https://paldinox.co.il/product/h27-%d7%a9%d7%9e%d7%a4%d7%a0%d7%99%d7%a8%d7%94-%d7%98%d7%91%d7%a2%d7%95%d7%aa-%d7%96%d7%94%d7%91/","עיצוב הבית","250.44"
"E9lB0nrOmowoBqhdpUQW","סט 6 צלחות עוגה Athen Floral לבן וזהב – New Bone China","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a1%d7%98-6-%d7%a6%d7%9c%d7%97%d7%95%d7%aa-%d7%a2%d7%95%d7%92%d7%94-athen-floral-%d7%9c%d7%91%d7%9f-%d7%96%d7%94%d7%91-%d7%a7%d7%95%d7%98%d7%a8-15-6-%d7%a1%d7%9e-new-bone-china/","כלי שולחן והגשה","239.56"
"EBhlKmCjMsjBQz4RYTC8","סט 4 עגלות הגשה עגולות זהב 3 קומות","","url_only","","P430Z","json-ld","https://paldinox.co.il/product/%d7%a1%d7%98-4-%d7%a2%d7%92%d7%9c%d7%94-%d7%9c%d7%99%d7%a8%d7%a7%d7%95%d7%aa-%d7%a2%d7%92%d7%95%d7%9c%d7%94-3-%d7%a7%d7%95%d7%9e%d7%95%d7%aa-%d7%96%d7%94%d7%91-%d7%92%d7%95%d7%91%d7%94-80-%d7%a1/","כלי שולחן והגשה","1019.65"
"EJoB6GBv1nWeG6P93hvj","מנורת שולחן מדורגת שחור וזהב","","url_only","","X4462","json-ld","https://paldinox.co.il/product/h73-%d7%9e%d7%a0%d7%95%d7%a8%d7%aa-%d7%a9%d7%95%d7%9c%d7%97%d7%9f-%d7%9e%d7%93%d7%95%d7%a8%d7%92%d7%aa-%d7%a9%d7%97%d7%95%d7%a8-%d7%96%d7%94%d7%91-d50-2/","עיצוב הבית","2152.38"
"EJwYzN4oVABtwXLhkDmc","מגש מתכת בעיצוב עלה זהב","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%9e%d7%92%d7%a9-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%a2%d7%9c%d7%94-%d7%96%d7%94%d7%91-32-13%d7%a1%d7%9e/","כלי שולחן והגשה","106.58"
"EVrWhwAPGJaKrrtBbLol","סט 6 כוסות זכוכית עם קישוט במבוק","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a1%d7%98-6-%d7%9b%d7%95%d7%a1%d7%95%d7%aa-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%a9%d7%a7%d7%95%d7%a4%d7%94-%d7%a4%d7%a1%d7%99%d7%9d-350-%d7%9e%d7%9c-%d7%95%d7%a7%d7%99%d7%a9%d7%95%d7%98/","כלי שולחן והגשה","150.01"
"EXCCJeMOTwXjcNm8odez","מגש מרובע מתכת זהב פעמון זכוכית שקוף גובה 20 ס”מ 23/23 ס”מ","מגש מרובע מתכת זהב פעמון זכוכית שקוף גובה 20 ס”מ 23/23 ס”מ","exact","1.00","","HTTP_404","https://paldinox.co.il/product/h20-23-23-%d7%9e%d7%92%d7%a9-%d7%9e%d7%9c%d7%91%d7%a0%d7%99-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%96%d7%94%d7%91-%d7%a4%d7%a2%d7%9e%d7%95%d7%9f-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%a9%d7%a7%d7%95%d7%a3/","כלי שולחן והגשה","335.46"
"Edw17dLpo3kt2Pym1jE6","פמוט עץ טבעי","","url_only","","","HTTP_404","https://paldinox.co.il/product/h38-%d7%a4%d7%9e%d7%95%d7%98-%d7%a2%d7%a5-2/","עיצוב הבית","152.19"
"Ew2fEikB5V19HDXASPlt","זוג קערות פולירזין אפור לשולחן שבת","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%96%d7%95%d7%92-%d7%a7%d7%a2%d7%a8%d7%95%d7%aa-%d7%a4%d7%95%d7%9c%d7%99%d7%a8%d7%96%d7%99%d7%9f-%d7%90%d7%a4%d7%95%d7%a8-%d7%a7%d7%95%d7%98%d7%a8-37-5-%d7%92%d7%95%d7%91%d7%94-10-%d7%a1%d7%9e/","כלי שולחן והגשה","651.56"
"F1b876MbrKImfl4GJnda","סט 6 מאגים Heritage בגוון טורקיז","","url_only","","","HTTP_404","https://paldinox.co.il/product/heritage-%d7%a1%d7%98-6-%d7%9e%d7%90%d7%92-300-%d7%9e%d7%9c-%d7%98%d7%95%d7%a8%d7%a7%d7%99%d7%96/","כלי שולחן והגשה","454.27"
"F3K0B7UuXMDGrpy3ZG3o","סט 4 דיפיוזרים וניל זכוכית עם עיצוב מעויינים","","url_only","","X5936","json-ld","https://paldinox.co.il/product/%d7%a1%d7%98-4-%d7%93%d7%99%d7%a4%d7%99%d7%95%d7%96%d7%a8%d7%99%d7%9d-%d7%95%d7%a0%d7%99%d7%9c-150-%d7%9e%d7%9c-%d7%9e%d7%a2%d7%95%d7%99%d7%99%d7%a0%d7%99%d7%9d-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa/","עיצוב הבית","215.23"
"F6im70IZTS0khIOKTbdt","סט מלח ופלפל עם מעמד נירוסטה זהב","","url_only","","AL40024W","json-ld","https://paldinox.co.il/product/%d7%a1%d7%98-%d7%9e%d7%9c%d7%97-%d7%a4%d7%9c%d7%a4%d7%9c-%d7%a9%d7%9e%d7%9f-%d7%97%d7%95%d7%9e%d7%a5-%d7%9c%d7%91%d7%9f-%d7%a2%d7%9c-%d7%9e%d7%a2%d7%9e%d7%93-%d7%a0%d7%99%d7%a8%d7%95%d7%a1%d7%98/","כלי שולחן והגשה","184.8"
"Fljgx8cuhJShHQ0Jjxqi","קערת אפרה קראק","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%a7%d7%a8%d7%90%d7%a7-%d7%9e%d7%90%d7%a4%d7%a8%d7%94-152-2/","כלי שולחן והגשה","165.03"
"FvxwRMvomXiEqCsdbho7","סט 5 אגרטלי זכוכית שקופה בסטנד מתכת זהב","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%97%d7%9e%d7%99%d7%a9%d7%99%d7%99%d7%aa-%d7%90%d7%92%d7%a8%d7%98%d7%9c%d7%99-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%a9%d7%a7%d7%95%d7%a4%d7%94-%d7%91%d7%a1%d7%98%d7%a0%d7%93-%d7%9e%d7%aa%d7%9b/","עיצוב הבית","152.19"
"G8wI4qOYn9IbZMnWS2t5","אגרטל מתכת זהב 80 ס""מ","","url_only","","","HTTP_404","https://paldinox.co.il/product/%d7%90%d7%92%d7%a8%d7%98%d7%9c-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%96%d7%94%d7%91-41-5-41-5-%d7%92%d7%95%d7%91%d7%94-77-%d7%a1%d7%9e/","עיצוב הבית","1193.59"
"GK5unyddZWf4OfjIQsdo","סט 24 זרי פרי דקל בגווני ירוק וחום","","url_only","","X5555","json-ld","https://paldinox.co.il/product/%d7%a1%d7%98-24-%d7%96%d7%a8-%d7%a4%d7%a8%d7%99-%d7%94%d7%93%d7%a7%d7%9c-%d7%99%d7%a8%d7%95%d7%a7-%d7%95%d7%97%d7%95%d7%9d-%d7%92%d7%95%d7%91%d7%94-78-%d7%a1%d7%9e/","עיצוב הבית","758.77"
"Gw3P7HbsmX8KVUB2TEEV","מעמד קומותיים מלבני בצבע זהב","","url_only","","","HTTP_404","https://paldinox.co.il/product/h28-%d7%9e%d7%a2%d7%9e%d7%93-%d7%a7%d7%95%d7%9e%d7%95%d7%aa%d7%99%d7%99%d7%9d-%d7%9e%d7%9c%d7%91%d7%a0%d7%99-%d7%96%d7%94%d7%91-30-14%d7%a1%d7%9e/","עיצוב הבית","250.44"
"H1vn9PZ4Fx8oG5l4ilEC","קערת זכוכית על רגל Ella – אפור","","url_only","","","HTTP_404","https://paldinox.co.il/product/ella-grey-%d7%a7%d7%a2%d7%a8%d7%94-%d7%a2%d7%9c-%d7%a8%d7%92%d7%9c-%d7%96%d7%9b%d7%95%d7%9b%d7%99%d7%aa-%d7%a7%d7%95%d7%98%d7%a8-26-%d7%92%d7%95%d7%91%d7%94-10-5-%d7%a1%d7%9e/","כלי שולחן והגשה","119.57"
"H8ahLbVpUiKOgGYLOTIC","Pip Chique סט 6 צלחות מנה ראשונה ירוק זהב קוטר 23 ס”מ","Pip Chique  סט 6 צלחות מנה ראשונה ירוק זהב קוטר 23 ס”מ","exact","1.00","M51001349","json-ld","https://paldinox.co.il/product/pip-chique-%d7%a1%d7%98-6-%d7%a6%d7%9c%d7%97%d7%95%d7%aa-%d7%9e%d7%a0%d7%94-%d7%a8%d7%90%d7%a9%d7%95%d7%a0%d7%94-%d7%99%d7%a8%d7%95%d7%a7-%d7%96%d7%94%d7%91-%d7%a7%d7%95%d7%98%d7%a8-23-%d7%a1%d7%9e/","כלי שולחן והגשה","502.23"
"HJnuRzqAiqHU3SN60XBl","סט 6 צלחות La Majorelle ורוד עם עגורים","","url_only","","","HTTP_404","https://paldinox.co.il/product/la-majorelle-%d7%a1%d7%98-6-%d7%a6%d7%9c%d7%97%d7%95%d7%aa-21-%d7%a1%d7%9e-%d7%95%d7%a8%d7%95%d7%93-%d7%a2%d7%92%d7%95%d7%a8%d7%99%d7%9d/","כלי שולחן והגשה","497.89"
"HLrcYIjsnQE3q5TfcT5b","פמוט מתכת כחול מלכותי","","url_only","","M51092064","json-ld","https://paldinox.co.il/product/h36-%d7%a4%d7%9e%d7%95%d7%98-%d7%9e%d7%aa%d7%9b%d7%aa-%d7%9b%d7%97%d7%95%d7%9c-royal-white-2/","עיצוב הבית","376.66"
"HQKZ7RhB0is5TOtNR7O6","מעמד קומותיים עגול בצבע זהב","h34D20 מעמד קומותיים עגול זהב","fuzzy","0.80","","HTTP_404","https://paldinox.co.il/product/h34d20-%d7%9e%d7%a2%d7%9e%d7%93-%d7%a7%d7%95%d7%9e%d7%95%d7%aa%d7%99%d7%99%d7%9d-%d7%a2%d7%92%d7%95%d7%9c-%d7%96%d7%94%d7%91-2/","עיצוב הבית","195.96"
